customer_id,age,tenure_months,region,subscription_tier,num_purchases_quarter,avg_monthly_spend_gbp,returns_per_purchase,last_login_days_ago,avg_review_polarity,support_tickets_quarter,churned
101422,55,64,South,free,6,15.54,0.1,12.0,0.133,2,0
101423,60,40,London,free,9,80.46,0.161,62.0,,0,0
101424,34,23,London,free,6,31.08,0.358,,0.614,2,0
101425,69,71,South,free,4,128.92,0.076,41.0,-0.2,1,0
101426,60,70,South,free,8,73.19,0.287,12.0,,2,0
101427,74,50,South,premium,6,47.72,0.134,3.0,0.562,1,0
101428,34,46,London,free,7,32.29,0.064,53.0,0.203,0,0
101429,67,7,London,free,5,71.44,0.061,3.0,-0.108,4,0
101430,47,29,Scotland,free,5,45.69,0.282,22.0,-0.013,0,1
101431,29,14,North,free,4,79.64,0.182,31.0,0.294,1,0
101432,28,37,Scotland,basic,6,122.53,0.049,39.0,,0,0
101433,53,60,South,basic,4,32.09,0.144,,0.603,1,0
101434,38,16,London,free,4,40.31,0.15,3.0,,0,0
101435,24,72,South,free,5,133.69,0.013,65.0,,3,0
101436,44,9,London,basic,8,144.52,0.032,34.0,0.047,0,0
101437,59,7,London,free,5,27.78,0.193,80.0,0.109,1,1
101438,38,71,North,basic,3,30.35,0.028,71.0,0.229,1,0
101439,78,7,North,basic,4,30.12,0.012,3.0,,0,0
101440,67,53,London,free,6,64.49,0.04,1.0,0.726,0,0
101441,50,55,North,basic,7,20.62,0.053,58.0,0.329,1,0
101442,76,24,North,free,8,55.9,0.186,,0.302,1,0
101443,45,4,London,free,2,53.09,0.022,55.0,,3,0
101444,26,22,London,free,6,35.52,0.135,20.0,,1,0
101445,20,5,London,basic,4,58.15,0.204,120.0,0.02,1,1
101446,77,49,South,basic,6,58.08,0.051,6.0,0.317,1,0
101447,78,64,North,free,9,42.52,0.098,6.0,,2,0
101448,64,72,South,free,6,177.11,0.191,52.0,,1,1
101449,24,58,South,free,3,41.05,0.026,52.0,0.39,1,0
101450,36,56,Ireland,free,10,56.23,0.246,7.0,,1,0
101451,20,64,South,free,7,35.82,0.08,23.0,1.0,0,0
101452,21,56,Wales,basic,8,107.67,0.157,7.0,0.304,1,0
101453,33,47,North,basic,10,24.68,0.224,14.0,0.329,0,0
101454,54,72,London,free,8,60.58,0.045,30.0,-0.434,1,0
101455,22,23,Scotland,basic,10,28.94,0.04,39.0,,1,0
101456,80,30,London,premium,6,16.44,0.078,26.0,-0.223,1,0
101457,46,66,North,premium,7,34.17,0.051,14.0,-0.613,4,0
101458,34,22,South,free,4,35.0,0.111,50.0,0.211,1,0
101459,50,21,North,premium,5,79.53,0.006,34.0,-0.545,0,0
101460,67,11,Wales,free,6,30.2,0.153,27.0,0.196,1,1
101461,37,20,South,basic,6,12.78,0.042,85.0,0.046,2,1
101462,20,43,South,basic,3,13.58,0.218,1.0,,2,0
101463,21,64,North,basic,4,61.18,0.163,19.0,,0,1
101464,71,9,North,free,4,75.75,0.5,46.0,0.214,0,0
101465,25,49,Wales,free,7,61.74,0.136,48.0,0.584,1,0
101466,58,55,Scotland,basic,3,40.54,0.114,3.0,,1,0
101467,42,65,South,free,9,68.13,0.296,8.0,0.54,0,0
101468,66,54,London,free,5,14.98,0.035,95.0,0.482,1,0
101469,21,11,London,free,8,13.34,0.128,54.0,0.015,0,1
101470,74,35,North,basic,10,19.68,0.136,11.0,-0.097,1,0
101471,61,69,London,free,4,48.13,0.072,,-0.222,4,0
101472,46,66,South,premium,4,94.35,0.095,18.0,0.211,1,0
101473,31,44,Scotland,free,8,26.98,0.136,43.0,-0.053,0,0
101474,79,70,Ireland,free,4,29.2,0.024,10.0,0.075,3,0
101475,37,48,South,free,5,84.94,0.037,12.0,0.306,2,0
101476,48,4,London,free,5,40.75,0.414,67.0,0.461,0,0
101477,42,66,London,free,4,61.97,0.117,18.0,0.202,0,0
101478,32,12,South,free,8,58.51,0.065,44.0,-0.152,0,1
101479,44,27,London,basic,6,22.82,0.046,61.0,-0.163,2,0
101480,27,17,London,free,8,191.66,0.128,2.0,,1,0
101481,18,52,London,basic,5,29.41,0.021,33.0,0.597,0,0
101482,36,2,South,basic,7,206.18,0.098,4.0,0.114,0,0
101483,25,46,London,free,7,80.04,0.061,98.0,0.504,1,1
101484,44,63,North,basic,10,66.08,0.049,3.0,,1,0
101485,72,57,Ireland,premium,9,19.24,0.061,8.0,,1,0
101486,28,22,South,premium,6,69.37,0.225,48.0,0.802,1,0
101487,18,65,North,basic,5,51.6,0.081,38.0,,3,0
101488,24,26,London,basic,10,46.57,0.0,7.0,0.433,0,0
101489,50,49,London,free,5,21.94,0.148,52.0,0.426,1,0
101490,35,36,London,free,12,100.79,0.052,33.0,,0,0
101491,48,4,North,basic,8,104.04,0.109,50.0,0.183,1,0
101492,19,0,London,free,9,16.48,0.271,1.0,-0.224,0,0
101493,38,13,North,free,7,35.87,0.007,65.0,0.186,0,0
101494,43,68,London,free,1,44.67,0.016,,-0.403,2,0
101495,45,69,South,premium,9,69.25,0.02,15.0,-0.187,0,0
101496,52,29,London,basic,5,60.36,0.108,23.0,-0.22,1,0
101497,67,70,Ireland,free,7,51.93,0.171,22.0,,0,0
101498,47,3,London,free,4,76.71,0.231,,0.003,1,1
101499,70,70,Ireland,basic,9,201.71,0.093,13.0,,4,0
101500,51,16,North,basic,5,44.41,0.077,11.0,-0.114,2,0
101501,34,2,London,free,11,112.46,0.025,11.0,0.163,2,0
101502,32,55,Scotland,basic,6,186.29,0.27,22.0,-0.385,0,0
101503,38,27,South,premium,4,159.07,0.248,15.0,-0.061,0,0
101504,55,21,London,free,4,86.55,0.034,0.0,0.267,0,0
101505,33,55,South,basic,3,86.32,0.355,13.0,-0.523,0,0
101506,75,24,Ireland,basic,11,73.78,0.195,1.0,-0.048,0,0
101507,48,54,South,free,0,178.39,0.125,59.0,0.171,1,1
101508,72,14,London,free,5,41.64,0.225,76.0,0.516,1,0
101509,61,6,London,free,7,42.01,0.014,,0.695,0,0
101510,39,23,South,premium,8,34.42,0.13,80.0,0.342,1,0
101511,32,44,London,basic,8,301.19,0.139,7.0,0.761,0,0
101512,64,16,South,premium,3,159.83,0.392,55.0,,1,1
101513,38,10,Scotland,free,9,35.79,0.474,33.0,0.315,2,0
101514,33,54,South,free,2,23.49,0.15,,-0.08,1,0
101515,76,36,London,premium,7,47.52,0.24,11.0,,0,0
101516,48,31,London,basic,9,57.37,0.089,11.0,0.151,1,0
101517,21,17,North,free,3,65.26,0.154,14.0,,0,0
101518,49,1,London,basic,10,18.59,0.042,,-0.436,1,0
101519,47,3,North,basic,7,32.54,0.386,0.0,0.045,3,1
101520,72,49,Wales,free,14,127.83,0.028,71.0,,0,0
101521,62,5,Ireland,free,8,83.81,0.389,21.0,,0,1
101522,30,18,South,free,3,33.48,0.01,10.0,,2,0
101523,27,66,South,basic,3,107.46,0.056,26.0,-0.251,1,0
101524,56,25,London,premium,9,108.23,0.077,9.0,0.139,3,0
101525,20,54,London,free,8,258.94,0.198,30.0,-0.175,1,0
101526,38,25,London,free,5,46.94,0.057,1.0,-0.247,4,0
101527,26,68,South,free,5,34.07,0.21,27.0,,1,0
101528,19,59,London,free,4,49.19,0.034,19.0,-0.503,0,0
101529,75,34,London,free,6,104.41,0.091,,0.172,3,0
101530,23,49,London,free,3,22.7,0.038,,0.407,2,0
101531,18,30,South,free,14,54.75,0.079,48.0,0.482,2,0
101532,76,68,London,free,8,56.1,0.042,30.0,0.235,0,0
101533,29,26,London,basic,4,138.39,0.018,,0.122,3,0
101534,69,61,Wales,basic,8,37.48,0.007,9.0,0.547,0,0
101535,19,44,Ireland,free,11,49.26,0.124,16.0,0.156,2,0
101536,27,46,North,basic,9,78.72,0.03,10.0,,1,0
101537,24,25,North,free,5,35.5,0.134,17.0,,1,0
101538,62,60,London,basic,6,31.26,0.088,21.0,0.08,2,0
101539,57,54,London,premium,8,202.51,0.127,21.0,0.594,2,0
101540,47,59,South,free,4,80.66,0.099,2.0,-0.301,0,0
101541,33,58,South,free,3,127.85,0.152,70.0,0.442,1,0
101542,23,11,London,premium,3,90.78,0.112,37.0,-0.515,3,0
101543,53,63,North,basic,3,50.3,0.128,39.0,0.539,2,0
101544,32,61,London,basic,8,35.74,0.13,30.0,0.993,3,0
101545,55,17,Scotland,premium,4,36.77,0.094,35.0,0.218,1,0
101546,61,71,London,basic,6,32.65,0.079,0.0,0.241,1,0
101547,71,38,London,basic,6,32.76,0.107,26.0,0.742,0,0
101548,49,23,Scotland,basic,3,31.62,0.316,91.0,0.12,1,0
101549,18,16,London,free,5,94.29,0.073,38.0,-0.727,2,0
101550,35,26,Wales,basic,2,27.87,0.144,9.0,,1,0
101551,71,2,London,free,5,144.76,0.328,,-0.163,2,1
101552,51,50,Wales,basic,3,92.55,0.018,53.0,0.106,2,0
101553,57,51,London,free,7,87.44,0.135,14.0,,1,0
101554,46,48,North,free,11,64.5,0.055,51.0,,0,0
101555,28,40,Scotland,free,7,73.09,0.104,23.0,0.323,4,0
101556,74,26,London,free,6,40.61,0.384,2.0,0.02,2,1
101557,66,52,Wales,basic,6,30.26,0.5,7.0,,2,0
101558,80,63,London,free,5,39.99,0.061,10.0,0.13,1,0
101559,71,6,North,free,8,21.8,0.21,96.0,0.695,1,1
101560,36,27,London,free,10,75.25,0.05,17.0,0.328,1,0
101561,34,72,Scotland,free,9,27.14,0.223,49.0,0.658,1,0
101562,33,62,Scotland,basic,10,86.17,0.016,83.0,,1,0
101563,75,72,London,basic,8,87.88,0.106,9.0,0.227,0,0
101564,53,13,South,premium,12,65.49,0.041,38.0,0.528,1,0
101565,46,33,Scotland,basic,6,38.3,0.094,57.0,,1,0
101566,79,9,North,free,8,30.2,0.118,16.0,-0.638,2,1
101567,56,63,South,free,5,32.85,0.003,7.0,,2,0
101568,75,37,South,free,6,28.59,0.21,64.0,-0.193,1,0
101569,80,17,London,free,4,54.16,0.25,68.0,0.586,1,0
101570,23,6,London,basic,4,50.56,0.221,58.0,0.399,1,0
101571,40,53,London,free,5,207.36,0.034,17.0,,0,0
101572,64,59,London,premium,9,200.45,0.154,40.0,-0.14,0,0
101573,69,64,South,free,11,159.0,0.149,37.0,,0,0
101574,27,70,Scotland,basic,3,47.49,0.079,10.0,-0.304,1,0
101575,38,59,London,free,5,20.28,0.48,4.0,,1,0
101576,52,57,Wales,free,5,62.12,0.215,9.0,,1,0
101577,68,59,London,free,4,45.92,0.111,49.0,0.492,1,0
101578,25,72,London,free,8,56.08,0.104,15.0,0.053,1,0
101579,55,33,London,free,8,73.87,0.025,55.0,-0.183,3,0
101580,36,55,London,free,7,89.34,0.213,42.0,0.486,0,0
101581,31,59,North,premium,2,15.73,0.103,3.0,,2,0
101582,50,8,London,free,6,135.21,0.058,,0.562,0,0
101583,44,50,Scotland,free,6,106.74,0.195,3.0,,0,0
101584,58,24,London,premium,6,36.54,0.172,3.0,,3,0
101585,38,9,Scotland,free,5,101.77,0.22,3.0,-0.745,2,1
101586,69,12,Scotland,premium,4,45.78,0.136,2.0,0.22,0,0
101587,22,8,Ireland,free,9,55.95,0.118,23.0,,2,0
101588,72,65,North,basic,6,49.25,0.005,8.0,0.137,0,0
101589,19,56,North,free,2,32.89,0.116,24.0,0.475,3,0
101590,64,7,North,basic,7,22.68,0.336,30.0,0.136,3,0
101591,39,45,London,free,3,369.99,0.047,43.0,-0.203,2,0
101592,42,48,London,free,6,84.77,0.319,92.0,-0.169,2,1
101593,19,37,London,free,5,60.16,0.063,8.0,-0.002,3,0
101594,62,44,London,free,3,194.18,0.202,46.0,0.06,1,0
101595,28,66,North,free,6,16.83,0.08,15.0,-0.018,0,0
101596,59,37,Scotland,basic,5,45.99,0.01,86.0,0.126,2,0
101597,63,48,South,premium,9,35.46,0.057,41.0,-0.249,2,0
101598,71,41,London,free,4,38.66,0.191,81.0,0.774,0,1
101599,62,28,South,premium,4,55.79,0.254,41.0,,0,0
101600,36,65,London,free,9,40.18,0.201,,-0.21,1,0
101601,64,30,London,basic,6,15.7,0.058,13.0,,1,0
101602,70,58,South,premium,6,26.83,0.035,10.0,-0.039,1,0
101603,37,44,Wales,basic,4,28.67,0.294,116.0,0.027,2,0
101604,25,50,North,free,4,40.0,0.278,10.0,,4,0
101605,74,55,North,free,6,28.01,0.078,79.0,0.198,0,0
101606,27,53,Scotland,free,8,48.21,0.21,4.0,-0.285,0,0
101607,55,41,South,free,9,49.26,0.048,90.0,0.383,0,0
101608,32,44,Wales,free,7,12.08,0.295,64.0,0.106,1,0
101609,25,37,London,free,13,25.76,0.168,2.0,-0.043,2,0
101610,66,24,London,free,6,63.53,0.161,81.0,0.682,0,0
101611,27,53,London,free,2,50.52,0.267,28.0,0.333,1,0
101612,60,64,North,free,4,15.95,0.108,18.0,-0.218,1,0
101613,61,51,Ireland,basic,11,95.92,0.065,8.0,-0.051,2,0
101614,21,56,North,free,7,83.51,0.008,,,1,0
101615,28,60,Ireland,premium,5,278.89,0.253,,0.471,2,0
101616,68,26,North,basic,6,187.61,0.21,5.0,-0.091,1,0
101617,49,4,Scotland,free,3,30.05,0.276,5.0,-0.057,0,1
101618,25,24,North,free,6,49.94,0.056,100.0,-0.224,0,0
101619,80,55,South,free,8,55.82,0.083,32.0,,3,0
101620,34,59,South,free,11,133.32,0.185,46.0,0.062,1,0
101621,18,37,South,basic,6,44.7,0.046,6.0,-0.212,2,0
101622,76,56,London,free,5,140.05,0.18,6.0,-0.542,0,0
101623,19,5,Wales,free,3,66.59,0.016,,,1,0
101624,52,47,London,free,8,31.22,0.295,89.0,,0,1
101625,80,49,South,basic,8,23.92,0.006,26.0,0.023,0,0
101626,54,37,Wales,free,8,111.31,0.184,21.0,,0,0
101627,54,52,South,free,7,107.49,0.4,33.0,,0,0
101628,42,35,South,free,6,117.41,0.267,21.0,,0,1
101629,25,38,North,free,9,8.96,0.37,88.0,,1,0
101630,54,44,North,basic,6,49.84,0.062,29.0,0.155,0,0
101631,74,57,London,free,9,131.29,0.0,28.0,0.368,3,0
101632,23,18,London,basic,13,20.06,0.05,3.0,0.44,1,0
101633,73,21,South,premium,9,81.28,0.1,4.0,0.72,1,0
101634,44,30,Wales,free,3,37.06,0.333,80.0,,0,1
101635,51,14,London,basic,3,28.25,0.15,81.0,0.102,1,0
101636,28,24,South,free,4,32.82,0.086,30.0,-0.026,0,0
101637,57,25,London,free,5,165.01,0.043,7.0,-0.157,0,0
101638,29,22,London,premium,5,102.2,0.224,12.0,0.299,0,0
101639,35,29,South,premium,9,50.29,0.23,26.0,,2,0
101640,63,36,London,premium,8,254.82,0.159,28.0,0.174,1,0
101641,21,50,North,free,7,15.58,0.033,40.0,0.856,0,0
101642,46,22,Scotland,free,4,34.89,0.035,4.0,0.593,0,0
101643,55,61,London,free,8,167.33,0.234,1.0,-0.614,2,0
101644,26,34,London,free,8,48.14,0.245,18.0,,1,0
101645,36,52,South,free,5,47.22,0.028,66.0,-0.556,0,0
101646,39,8,London,free,5,50.16,0.067,17.0,,0,1
101647,59,12,Scotland,free,7,39.63,0.361,8.0,-0.036,3,0
101648,79,33,Ireland,free,5,104.58,0.087,16.0,0.178,0,0
101649,70,26,London,free,7,30.63,0.011,22.0,-0.131,0,0
101650,29,36,Scotland,free,7,358.59,0.23,11.0,0.352,2,1
101651,19,11,London,basic,4,20.28,0.017,103.0,,1,0
101652,21,34,North,basic,8,178.46,0.246,1.0,1.0,1,0
101653,55,50,London,free,6,97.3,0.067,5.0,-0.141,0,0
101654,27,53,Wales,basic,4,33.86,0.101,21.0,,1,0
101655,32,18,London,premium,10,65.36,0.096,,0.511,1,0
101656,71,25,North,basic,7,98.62,0.164,31.0,,2,0
101657,73,38,Scotland,free,6,84.63,0.18,23.0,-0.023,1,0
101658,70,37,Ireland,premium,9,14.43,0.046,40.0,0.494,2,0
101659,33,57,North,free,7,71.55,0.017,75.0,0.009,1,0
101660,57,28,London,basic,3,20.66,0.011,13.0,0.288,1,0
101661,56,48,London,free,9,113.72,0.175,1.0,0.401,1,0
101662,29,64,London,basic,3,115.46,0.311,6.0,0.237,0,0
101663,52,21,London,free,1,20.94,0.09,32.0,,2,0
101664,51,60,South,free,10,13.69,0.146,37.0,0.157,1,0
101665,42,24,South,basic,9,44.1,0.102,35.0,,0,0
101666,65,24,London,basic,9,46.11,0.073,83.0,,0,0
101667,60,47,Scotland,free,2,54.9,0.2,139.0,,0,1
101668,51,45,London,basic,9,73.32,0.084,3.0,0.373,3,0
101669,63,40,London,free,11,48.99,0.056,42.0,0.464,1,1
101670,66,16,London,free,7,58.71,0.233,23.0,,0,0
101671,53,7,Scotland,basic,6,30.46,0.022,27.0,-0.111,3,0
101672,34,66,London,free,6,26.6,0.158,128.0,0.291,2,1
101673,65,63,London,basic,4,83.3,0.103,8.0,0.046,1,0
101674,63,64,London,basic,1,78.56,0.485,26.0,-0.234,3,0
101675,79,37,North,free,5,42.5,0.186,31.0,-0.356,0,0
101676,27,64,Ireland,free,12,26.13,0.073,42.0,0.285,0,0
101677,44,34,North,free,5,161.84,0.222,6.0,-0.328,3,0
101678,76,5,London,basic,9,180.81,0.069,36.0,,1,0
101679,50,14,North,free,6,121.21,0.035,32.0,-0.05,1,0
101680,77,19,Scotland,free,9,85.04,0.066,38.0,-0.426,0,0
101681,18,27,Scotland,free,10,25.46,0.038,40.0,,0,0
101682,20,68,South,free,7,133.86,0.179,10.0,0.096,3,0
101683,68,24,South,premium,6,81.86,0.025,28.0,0.213,0,0
101684,40,44,North,basic,3,26.65,0.077,6.0,-0.182,1,0
101685,50,19,North,premium,5,89.47,0.007,5.0,0.559,2,0
101686,44,46,Scotland,premium,8,38.19,0.025,43.0,,0,0
101687,43,41,London,free,2,97.54,0.105,16.0,,0,0
101688,77,10,London,free,7,121.64,0.23,4.0,,1,1
101689,23,33,London,free,2,78.56,0.2,24.0,0.368,0,0
101690,66,7,South,free,9,30.43,0.205,10.0,-0.127,2,0
101691,74,64,London,premium,5,84.14,0.108,75.0,-0.359,2,0
101692,59,51,Wales,free,7,80.89,0.18,7.0,,0,1
101693,42,68,London,free,2,33.41,0.016,5.0,0.836,2,0
101694,28,63,London,basic,5,43.0,0.039,3.0,0.643,1,0
101695,61,16,London,premium,5,207.16,0.106,6.0,0.599,0,0
101696,47,51,London,premium,3,174.06,0.171,1.0,0.512,0,1
101697,27,7,London,free,4,37.22,0.204,38.0,0.09,0,0
101698,40,70,South,free,3,13.26,0.215,47.0,,4,0
101699,78,57,North,free,2,154.12,0.113,43.0,,2,1
101700,34,49,South,free,7,240.83,0.151,36.0,0.434,1,0
101701,29,72,North,premium,4,164.28,0.277,8.0,-0.282,2,0
101702,60,61,Scotland,free,7,42.59,0.116,2.0,0.077,1,0
101703,30,63,Scotland,basic,5,87.31,0.213,71.0,,0,0
101704,75,7,London,basic,5,28.58,0.128,63.0,0.401,2,0
101705,72,1,Scotland,free,9,116.37,0.065,5.0,,0,0
101706,79,70,Scotland,basic,6,36.32,0.139,51.0,-0.72,1,0
101707,75,18,Ireland,free,7,35.0,0.091,7.0,0.244,1,0
101708,33,31,North,free,8,51.43,0.227,30.0,0.19,0,0
101709,31,3,Wales,basic,7,36.89,0.163,16.0,-0.269,1,0
101710,39,45,Scotland,premium,6,91.32,0.189,17.0,0.291,0,0
101711,47,59,North,free,9,30.03,0.108,9.0,0.582,0,0
101712,73,61,London,free,7,334.0,0.169,29.0,0.052,0,0
101713,64,42,Scotland,free,7,80.27,0.331,24.0,,1,0
101714,58,48,London,free,5,42.74,0.036,,,0,0
101715,73,37,South,basic,6,27.56,0.115,10.0,0.274,0,0
101716,58,32,Scotland,free,8,43.93,0.045,1.0,-0.529,0,0
101717,41,40,London,basic,3,47.19,0.009,16.0,,3,0
101718,44,68,South,premium,6,45.15,0.152,,-0.113,0,0
101719,50,18,North,premium,5,38.6,0.091,6.0,0.07,3,0
101720,23,34,London,free,6,30.69,0.194,23.0,-0.208,3,1
101721,64,43,London,free,8,103.01,0.092,12.0,0.406,2,0
101722,59,41,London,basic,4,146.81,0.019,20.0,0.586,1,1
101723,64,2,Scotland,premium,7,29.86,0.26,127.0,,1,0
101724,51,20,London,free,4,52.74,0.041,125.0,0.273,1,0
101725,67,47,London,free,3,15.5,0.074,8.0,0.202,0,0
101726,77,50,London,premium,6,37.26,0.317,19.0,0.571,1,0
101727,53,53,North,free,6,216.7,0.086,6.0,-0.269,1,0
101728,45,72,Scotland,free,1,126.45,0.189,5.0,-0.615,2,0
101729,24,49,London,free,7,84.2,0.161,29.0,,3,0
101730,67,42,London,free,5,24.3,0.051,8.0,-0.062,0,0
101731,74,24,London,basic,6,33.52,0.215,,0.203,2,0
101732,62,27,Wales,free,6,38.05,0.198,61.0,0.425,1,0
101733,72,60,London,free,3,111.62,0.153,35.0,,4,0
101734,72,34,Wales,premium,7,135.75,0.202,111.0,-0.133,0,0
101735,68,52,Scotland,basic,4,54.93,0.011,29.0,0.111,1,0
101736,49,9,London,free,5,103.15,0.039,16.0,0.479,1,0
101737,24,9,South,free,10,32.83,0.085,40.0,0.079,0,0
101738,18,15,South,basic,2,68.82,0.212,23.0,-0.04,2,1
101739,30,14,London,basic,10,114.62,0.185,8.0,0.503,3,0
101740,45,44,Wales,free,3,168.05,0.374,18.0,,2,0
101741,64,46,Scotland,free,9,24.44,0.06,18.0,,2,0
101742,46,40,North,free,3,152.07,0.113,50.0,-0.135,1,0
101743,19,21,London,basic,5,298.03,0.049,92.0,,1,1
101744,31,42,North,free,6,20.43,0.009,1.0,,0,0
101745,79,8,South,free,4,18.22,0.053,32.0,0.41,1,0
101746,80,34,South,free,12,173.01,0.115,20.0,0.299,2,0
101747,41,11,South,free,9,42.64,0.134,13.0,0.326,2,0
101748,68,5,Wales,premium,7,49.08,0.244,27.0,,2,0
101749,63,12,Wales,free,4,131.65,0.108,35.0,0.436,1,0
101750,76,8,South,basic,9,30.9,0.005,16.0,0.53,0,0
101751,73,34,North,basic,10,69.49,0.238,34.0,0.215,3,0
101752,57,39,North,free,6,22.2,0.006,38.0,,1,0
101753,42,44,Scotland,basic,5,106.32,0.395,6.0,,0,0
101754,57,32,North,free,8,105.94,0.01,73.0,0.132,1,0
101755,38,12,London,free,7,65.54,0.108,53.0,0.505,0,0
101756,39,1,London,free,7,58.67,0.058,14.0,0.475,0,0
101757,56,52,North,free,11,57.57,0.308,16.0,0.245,2,0
101758,53,71,North,basic,4,51.59,0.129,14.0,,0,0
101759,54,20,London,free,5,55.23,0.322,15.0,0.171,1,1
101760,42,14,Ireland,free,12,107.08,0.121,4.0,,0,0
101761,43,22,London,basic,2,16.66,0.31,29.0,,1,0
101762,18,15,London,free,7,210.04,0.017,7.0,,0,1
101763,55,16,London,free,3,66.32,0.101,2.0,0.186,0,0
101764,54,36,London,free,4,281.31,0.234,74.0,-0.515,1,1
101765,76,57,South,basic,6,69.33,0.049,11.0,0.557,0,0
101766,49,51,London,free,4,58.57,0.057,12.0,,1,0
101767,47,70,London,free,3,90.14,0.187,12.0,,0,0
101768,22,26,North,free,11,24.25,0.113,27.0,0.036,1,0
101769,30,35,Scotland,free,5,27.52,0.149,12.0,0.296,0,0
101770,39,27,North,basic,9,50.51,0.112,6.0,,0,0
101771,41,3,Scotland,free,8,61.28,0.052,35.0,-0.054,0,1
101772,40,28,South,free,8,119.65,0.006,10.0,0.603,0,0
101773,42,19,South,free,8,61.36,0.29,21.0,-0.043,1,0
101774,66,34,Wales,basic,4,160.6,0.059,44.0,-0.35,2,0
101775,26,11,Wales,basic,9,8.92,0.067,7.0,,1,0
101776,38,54,London,basic,5,205.97,0.116,10.0,,3,0
101777,28,61,South,basic,5,43.6,0.231,44.0,,3,0
101778,37,70,London,basic,9,93.71,0.001,55.0,0.424,1,0
101779,61,6,South,free,6,134.56,0.209,7.0,-0.065,0,0
101780,20,8,London,free,5,23.13,0.224,51.0,-0.137,2,0
101781,39,70,South,premium,5,159.77,0.019,,0.378,2,0
101782,19,61,London,free,6,98.46,0.019,8.0,-0.072,0,0
101783,78,42,London,basic,3,201.22,0.251,17.0,-0.136,0,0
101784,63,23,South,basic,6,61.31,0.179,7.0,,2,0
101785,33,37,London,premium,6,57.96,0.007,75.0,0.466,0,0
101786,30,39,Ireland,basic,7,34.57,0.022,53.0,0.754,1,0
101787,24,61,London,free,3,35.47,0.132,41.0,0.143,1,0
101788,47,38,North,basic,1,55.53,0.263,34.0,,0,0
101789,65,2,South,basic,1,87.4,0.085,25.0,,0,0
101790,54,51,South,premium,6,98.26,0.287,24.0,0.084,0,0
101791,73,56,South,free,5,28.63,0.205,11.0,-0.534,0,0
101792,39,21,Scotland,free,10,54.09,0.24,65.0,,0,0
101793,35,8,South,free,7,68.0,0.014,,-0.016,1,0
101794,48,10,North,premium,8,12.85,0.077,61.0,,0,0
101795,30,61,London,free,7,105.95,0.008,190.0,,3,0
101796,79,32,London,free,8,48.32,0.359,28.0,0.355,0,1
101797,29,38,London,basic,9,58.47,0.103,14.0,-0.085,2,0
101798,48,70,London,free,4,160.42,0.257,15.0,0.343,2,0
101799,50,4,Scotland,basic,8,28.83,0.061,43.0,,0,0
101800,21,15,Wales,premium,4,31.44,0.195,4.0,0.044,1,0
101801,47,60,Wales,basic,7,11.64,0.08,12.0,,1,0
101802,46,39,Wales,free,7,54.71,0.052,17.0,,1,0
101803,34,1,London,free,7,123.54,0.047,,0.722,1,0
101804,26,51,Wales,free,0,13.11,0.24,43.0,0.043,1,0
101805,20,10,North,free,1,27.79,0.241,20.0,0.551,1,0
101806,18,57,London,free,9,64.24,0.132,37.0,0.349,0,0
101807,48,58,Ireland,free,8,41.43,0.064,23.0,0.493,2,0
101808,23,60,North,basic,11,41.7,0.183,9.0,-0.072,3,0
101809,78,33,South,basic,2,63.72,0.159,20.0,0.63,0,0
101810,33,19,South,free,6,206.94,0.164,51.0,-0.363,3,0
101811,59,64,South,free,2,58.91,0.141,38.0,-0.56,0,0
101812,60,40,North,free,8,67.7,0.292,11.0,,3,0
101813,49,46,Wales,free,5,80.18,0.4,131.0,-0.065,1,0
101814,73,9,South,free,6,14.64,0.009,61.0,0.364,1,0
101815,24,45,North,free,11,71.83,0.027,62.0,-0.442,1,0
101816,32,42,South,basic,9,19.45,0.29,10.0,0.21,0,1
101817,33,21,South,free,4,58.34,0.082,10.0,-0.077,0,0
101818,26,55,Wales,free,5,123.09,0.129,37.0,0.68,2,0
101819,36,9,London,free,11,42.74,0.022,40.0,,0,0
101820,37,52,North,basic,5,121.36,0.021,16.0,0.666,2,0
101821,66,70,South,free,7,17.08,0.298,5.0,0.56,1,0
101822,37,41,London,free,11,69.44,0.102,6.0,,2,0
101823,73,7,South,basic,7,70.21,0.162,3.0,0.329,0,0
101824,66,40,South,free,4,8.66,0.245,21.0,0.435,0,0
101825,74,38,Scotland,basic,6,81.9,0.131,14.0,0.13,1,0
101826,24,40,North,free,3,7.07,0.181,17.0,0.469,0,0
101827,80,19,South,premium,6,64.36,0.196,47.0,-0.015,0,0
101828,56,45,North,free,6,78.01,0.014,11.0,0.475,0,0
101829,79,19,London,basic,3,42.32,0.203,6.0,-0.001,0,0
101830,40,40,London,free,7,64.12,0.037,37.0,0.054,1,0
101831,78,43,Wales,free,6,278.28,0.005,38.0,0.439,1,0
101832,55,47,North,free,5,38.84,0.106,7.0,-0.29,1,0
101833,22,58,Wales,basic,0,25.12,0.09,1.0,,1,0
101834,43,64,London,free,3,237.89,0.218,41.0,,0,0
101835,26,56,South,free,12,65.16,0.041,0.0,,1,0
101836,77,58,Wales,basic,5,127.76,0.029,53.0,0.161,1,0
101837,37,63,North,free,4,17.99,0.092,14.0,0.348,0,0
101838,32,17,North,basic,4,10.0,0.145,4.0,-0.012,1,0
101839,52,21,Wales,free,5,30.46,0.382,50.0,0.295,1,0
